,state,fips,year,dvotes,rvotes,county,dvotes_pct,rvotes_pct
2640,TX,48297,2016,739,3450,Live Oak,17.64,82.36
2641,TX,48299,2016,1825,8283,Lla,18.06,81.94
2642,TX,48301,2016,4,57,Loving,6.56,93.44
2643,TX,48303,2016,27956,65566,Lubbock,29.89,70.11
2644,TX,48305,2016,403,1546,L,20.68,79.32
2645,TX,48307,2016,480,2546,McCulloch,15.86,84.14
2646,TX,48309,2016,27046,48245,McLenna,35.92,64.08
2647,TX,48311,2016,40,454,McMulle,8.1,91.9
2648,TX,48313,2016,881,3349,Madis,20.83,79.17
2649,TX,48315,2016,1156,2968,Mari,28.03,71.97
2650,TX,48317,2016,266,1453,Marti,15.47,84.53
2651,TX,48319,2016,353,1656,Mas,17.57,82.43
2652,TX,48321,2016,3357,8147,Matagorda,29.18,70.82
2653,TX,48323,2016,10397,2816,Maverick,78.69,21.31
2654,TX,48325,2016,4624,12054,Medina,27.73,72.27
2655,TX,48327,2016,153,681,Menard,18.35,81.65
2656,TX,48329,2016,9993,36896,Midland,21.31,78.69
2657,TX,48331,2016,2042,6340,Milam,24.36,75.64
2658,TX,48333,2016,242,1949,Mills,11.05,88.95
2659,TX,48335,2016,353,1780,Mitchell,16.55,83.45
2660,TX,48337,2016,885,7526,Montague,10.52,89.48
2661,TX,48339,2016,45744,150188,Montgomer,23.35,76.65
2662,TX,48341,2016,1096,3974,Moore,21.62,78.38
2663,TX,48343,2016,1425,3443,Morris,29.27,70.73
2664,TX,48345,2016,40,571,Motle,6.55,93.45
2665,TX,48347,2016,6822,14751,Nacogdoches,31.62,68.38
2666,TX,48349,2016,3998,11984,Navarr,25.02,74.98
2667,TX,48351,2016,978,2961,New,24.83,75.17
2668,TX,48353,2016,1029,3551,Nola,22.47,77.53
2669,TX,48355,2016,49102,50704,Nueces,49.2,50.8
2670,TX,48357,2016,274,2628,Ochiltree,9.44,90.56
2671,TX,48359,2016,78,850,Oldham,8.41,91.59
2672,TX,48361,2016,5716,25385,Orange,18.38,81.62
2673,TX,48363,2016,1700,8222,Palo Pi,17.13,82.87
2674,TX,48365,2016,1835,8445,Panola,17.85,82.15
2675,TX,48367,2016,8329,46433,Parker,15.21,84.79
2676,TX,48369,2016,848,1911,Parmer,30.74,69.26
2677,TX,48371,2016,1551,2463,Pecos,38.64,61.36
2678,TX,48373,2016,7123,26587,Polk,21.13,78.87
2679,TX,48375,2016,7620,19499,Potter,28.1,71.9
2680,TX,48377,2016,1458,652,Presidi,69.1,30.9
2681,TX,48379,2016,619,3919,Rains,13.64,86.36
2682,TX,48381,2016,8340,43379,Randall,16.13,83.87
2683,TX,48383,2016,167,709,Reaga,19.06,80.94
2684,TX,48385,2016,262,1382,Real,15.94,84.06
2685,TX,48387,2016,1148,3924,Red River,22.63,77.37
2686,TX,48389,2016,1659,1417,Reeves,53.93,46.07
2687,TX,48391,2016,1034,1830,Refugi,36.1,63.9
2688,TX,48393,2016,20,524,Roberts,3.68,96.32
2689,TX,48395,2016,2203,4665,Roberts,32.08,67.92
2690,TX,48397,2016,9633,28396,Rockwall,25.33,74.67
2691,TX,48399,2016,452,3241,Runnels,12.24,87.76
2692,TX,48401,2016,3935,14675,Rusk,21.14,78.86
2693,TX,48403,2016,614,3992,Sabine,13.33,86.67
2694,TX,48405,2016,907,2620,San Augustine,25.72,74.28
2695,TX,48407,2016,2034,8050,San Jaci,20.17,79.83
2696,TX,48409,2016,7825,13004,San Patrici,37.57,62.43
2697,TX,48411,2016,293,2025,San Saba,12.64,87.36
2698,TX,48413,2016,209,819,Schleicher,20.33,79.67
2699,TX,48415,2016,733,4403,Scurr,14.27,85.73
2700,TX,48417,2016,103,1378,Shackelford,6.95,93.05
2701,TX,48419,2016,1757,7171,Shelb,19.68,80.32
2702,TX,48421,2016,96,807,Sherma,10.63,89.37
2703,TX,48423,2016,22128,58631,Smith,27.4,72.6
2704,TX,48425,2016,540,3206,Somervell,14.42,85.58
2705,TX,48427,2016,9246,2218,Starr,80.65,19.35
2706,TX,48429,2016,348,3033,Stephens,10.29,89.71
2707,TX,48431,2016,70,549,Sterling,11.31,88.69
2708,TX,48433,2016,135,555,Stonewall,19.57,80.43
2709,TX,48435,2016,313,1075,S,22.55,77.45
2710,TX,48437,2016,462,1671,Swisher,21.66,78.34
2711,TX,48439,2016,288001,345683,Tarra,45.45,54.55
2712,TX,48441,2016,10047,33172,Taylor,23.25,76.75
2713,TX,48443,2016,140,287,Terrell,32.79,67.21
2714,TX,48445,2016,424,1295,Terr,24.67,75.33
2715,TX,48447,2016,84,715,Throckmor,10.51,89.49
2716,TX,48449,2016,2538,6405,Titus,28.38,71.62
2717,TX,48451,2016,9117,27376,Tom Gree,24.98,75.02
2718,TX,48453,2016,306475,126750,Travis,70.74,29.26
2719,TX,48455,2016,1154,4737,Trini,19.59,80.41
2720,TX,48457,2016,1243,6601,Tyler,15.85,84.15
2721,TX,48459,2016,2378,13198,Upshur,15.27,84.73
2722,TX,48461,2016,284,961,Up,22.81,77.19
2723,TX,48463,2016,3863,4828,Uvalde,44.45,55.55
2724,TX,48465,2016,6920,5856,Val Verde,54.16,45.84
2725,TX,48467,2016,2792,18436,Van Zand,13.15,86.85
2726,TX,48469,2016,8843,21253,Victoria,29.38,70.62
2727,TX,48471,2016,6085,12878,Walker,32.09,67.91
2728,TX,48473,2016,5744,10525,Waller,35.31,64.69
2729,TX,48475,2016,780,2541,Ward,23.49,76.51
2730,TX,48477,2016,3381,10944,Washing,23.6,76.4
2731,TX,48479,2016,42297,12946,Webb,76.57,23.43
2732,TX,48481,2016,4238,10149,Whar,29.46,70.54
2733,TX,48483,2016,194,2087,Wheeler,8.51,91.49
2734,TX,48485,2016,8752,27609,Wichita,24.07,75.93
2735,TX,48487,2016,807,3166,Wilbarger,20.31,79.69
2736,TX,48489,2016,3416,1541,Willac,68.91,31.09
2737,TX,48491,2016,84252,104029,Williams,44.75,55.25
2738,TX,48493,2016,4790,13991,Wils,25.5,74.5
2739,TX,48495,2016,420,1403,Winkler,23.04,76.96
2740,TX,48497,2016,3412,20655,Wise,14.18,85.82
2741,TX,48499,2016,2624,15681,Wood,14.33,85.67
2742,TX,48501,2016,426,1797,Yoakum,19.16,80.84
2743,TX,48503,2016,873,6587,Young,11.7,88.3
2744,TX,48505,2016,2056,1028,Zapata,66.67,33.33
2745,TX,48507,2016,2633,692,Zavala,79.19,20.81
2746,UT,49001,2016,264,1838,Beaver,12.56,87.44
2747,UT,49003,2016,1814,10324,Box Elder,14.94,85.06
2748,UT,49005,2016,5435,12385,ache,30.5,69.5
2749,UT,49007,2016,1673,5055,arb,24.87,75.13
2750,UT,49009,2016,76,327,Dagge,18.86,81.14
2751,UT,49011,2016,20206,41250,Davis,32.88,67.12
2752,UT,49013,2016,500,5505,Duchesne,8.33,91.67
2753,UT,49015,2016,379,3402,Emer,10.02,89.98
2754,UT,49017,2016,352,1577,Garfield,18.25,81.75
2755,UT,49019,2016,1920,1924,Grand,49.95,50.05
2756,UT,49021,2016,977,4090,Ir,19.28,80.72
2757,UT,49023,2016,436,2759,Juab,13.65,86.35
2758,UT,49025,2016,739,2248,Kane,24.74,75.26
2759,UT,49027,2016,429,3845,Millard,10.04,89.96
2760,UT,49029,2016,572,3156,Morga,15.34,84.66
2761,UT,49031,2016,31,537,Piute,5.46,94.54
2762,UT,49033,2016,104,786,Rich,11.69,88.31
2763,UT,49035,2016,126702,91375,Salt Lake,58.1,41.9
2764,UT,49037,2016,1143,2073,San Jua,35.54,64.46
2765,UT,49039,2016,1026,6436,Sanpete,13.75,86.25
2766,UT,49041,2016,648,6146,Sevier,9.54,90.46
2767,UT,49043,2016,10251,7160,Summi,58.88,41.12
2768,UT,49045,2016,4015,9693,Tooele,29.29,70.71
2769,UT,49047,2016,988,9745,Uintah,9.21,90.79
2770,UT,49049,2016,22934,84863,Utah,21.28,78.72
2771,UT,49051,2016,2800,5627,Wasatch,33.23,66.77
2772,UT,49053,2016,8369,33472,Washing,20.0,80.0
2773,UT,49055,2016,271,959,Wayne,22.03,77.97
2774,UT,49057,2016,22187,38447,Weber,36.59,63.41
2775,VT,50001,2016,11217,5297,Addis,67.92,32.08
2776,VT,50003,2016,9539,5925,Benning,61.69,38.31
2777,VT,50005,2016,6445,5533,aledonia,53.81,46.19
2778,VT,50007,2016,54463,18298,hittende,74.85,25.15
2779,VT,50009,2016,1019,1506,Essex,40.36,59.64
2780,VT,50011,2016,9351,8752,Frankli,51.65,48.35
2781,VT,50013,2016,2094,1487,Grand Isle,58.48,41.52
2782,VT,50015,2016,7241,3570,Lamoille,66.98,33.02
2783,VT,50017,2016,7522,4997,Orange,60.08,39.92
2784,VT,50019,2016,5181,5158,Orleans,50.11,49.89
2785,VT,50021,2016,13629,12471,Rutland,52.22,47.78
2786,VT,50023,2016,18594,7993,Washing,69.94,30.06
2787,VT,50025,2016,14340,5462,Windham,72.42,27.58
2788,VT,50027,2016,17544,8604,Windsor,67.09,32.91
2789,VA,51001,2016,6737,8582,Accomack,43.98,56.02
2790,VA,51003,2016,33297,19232,Albemarle,63.39,36.61
2791,VA,51005,2016,2165,4873,Allegha,30.76,69.24
2792,VA,51007,2016,2150,4704,Amelia,31.37,68.63
2793,VA,51009,2016,4986,9643,Amhers,34.08,65.92
2794,VA,51011,2016,2023,5714,Appomattox,26.15,73.85
2795,VA,51013,2016,91879,20155,Arling,82.01,17.99
2796,VA,51015,2016,8108,26152,Augusta,23.67,76.33
2797,VA,51017,2016,603,1548,Bath,28.03,71.97
2798,VA,51019,2016,9733,30578,Bedford,24.14,75.86
2799,VA,51021,2016,453,2572,Bland,14.98,85.02
2800,VA,51023,2016,4492,13369,Botetour,25.15,74.85
2801,VA,51025,2016,4473,3045,Brunswick,59.5,40.5
2802,VA,51027,2016,1721,7292,Buchana,19.09,80.91
2803,VA,51029,2016,3128,3969,Buckingham,44.07,55.93
2804,VA,51031,2016,6597,19442,ampbell,25.34,74.66
2805,VA,51033,2016,6425,7143,aroline,47.35,52.65
2806,VA,51035,2016,2557,10653,arroll,19.36,80.64
2807,VA,51036,2016,2244,1381,harles Ci,61.9,38.1
2808,VA,51037,2016,2153,3479,harlotte,38.23,61.77
2809,VA,51041,2016,80993,84938,hesterfield,48.81,51.19
2810,VA,51043,2016,3047,4657,larke,39.55,60.45
2811,VA,51045,2016,541,2139,raig,20.19,79.81
2812,VA,51047,2016,7744,13341,lpeper,36.73,63.27
2813,VA,51049,2016,2032,2693,mberland,43.01,56.99
2814,VA,51051,2016,1335,4932,Dickens,21.3,78.7
2815,VA,51053,2016,5765,7447,Dinwiddie,43.63,56.37
2816,VA,51057,2016,2541,2657,Essex,48.88,51.12
2817,VA,51059,2016,354485,157837,Fairfax,69.19,30.81
2818,VA,51061,2016,12960,22110,Fauquier,36.95,63.05
2819,VA,51063,2016,2300,5289,Floyd,30.31,69.69
2820,VA,51065,2016,5751,7018,Fluvanna,45.04,54.96
2821,VA,51067,2016,7254,18560,Frankli,28.1,71.9
2822,VA,51069,2016,11920,26069,Frederick,31.38,68.62
2823,VA,51071,2016,1949,5930,Giles,24.74,75.26
2824,VA,51073,2016,5399,13087,Gloucester,29.21,70.79
2825,VA,51075,2016,4884,8374,Goochland,36.84,63.16
2826,VA,51077,2016,1407,5593,Grays,20.1,79.9
2827,VA,51079,2016,2923,5943,Greene,32.97,67.03
2828,VA,51081,2016,2558,1737,Greensville,59.56,40.44
2829,VA,51083,2016,6890,9698,Halifax,41.54,58.46
2830,VA,51085,2016,19360,39592,Hanover,32.84,67.16
2831,VA,51087,2016,93615,59674,Henric,61.07,38.93
2832,VA,51089,2016,8199,15207,Henr,35.03,64.97
2833,VA,51091,2016,371,958,Highland,27.92,72.08
2834,VA,51093,2016,7673,11971,Isle of Wigh,39.06,60.94
2835,VA,51095,2016,19091,21284,James Ci,47.28,52.72
2836,VA,51097,2016,1451,2059,King and Quee,41.34,58.66
2837,VA,51099,2016,4002,7338,King George,35.29,64.71
2838,VA,51101,2016,2752,5963,King William,31.58,68.42
2839,VA,51103,2016,2862,3520,Lancaster,44.84,55.16
2840,VA,51105,2016,1627,7542,Lee,17.74,82.26
2841,VA,51107,2016,99909,69633,Loud,58.93,41.07
2842,VA,51109,2016,6208,10507,Louisa,37.14,62.86
2843,VA,51111,2016,2226,3206,Lunenburg,40.98,59.02
2844,VA,51113,2016,2202,4418,Madis,33.26,66.74
2845,VA,51115,2016,1563,3515,Mathews,30.78,69.22
2846,VA,51117,2016,6571,8283,Mecklenburg,44.24,55.76
2847,VA,51119,2016,2107,3668,Middlesex,36.48,63.52
2848,VA,51121,2016,20015,19455,Montgomer,50.71,49.29
2849,VA,51125,2016,3677,4150,Nels,46.98,53.02
2850,VA,51127,2016,3545,8117,New Ke,30.4,69.6
2851,VA,51131,2016,3255,2686,Northamp,54.79,45.21
2852,VA,51133,2016,2830,5089,Northumberland,35.74,64.26
2853,VA,51135,2016,2829,3712,Nottowa,43.25,56.75
2854,VA,51137,2016,5955,10511,Orange,36.17,63.83
2855,VA,51139,2016,2514,7824,Page,24.32,75.68
2856,VA,51141,2016,1768,6454,Patrick,21.5,78.5
2857,VA,51143,2016,9195,21742,Pittsylvania,29.72,70.28
2858,VA,51145,2016,4057,11875,Powhata,25.46,74.54
2859,VA,51147,2016,4590,4099,Prince Edward,52.83,47.17
2860,VA,51149,2016,6419,9157,Prince George,41.21,58.79
2861,VA,51153,2016,83093,54065,Prince William,60.58,39.42
2862,VA,51155,2016,4170,10314,Pulaski,28.79,71.21
2863,VA,51157,2016,1741,2532,Rappahannock,40.74,59.26
2864,VA,51159,2016,1347,2213,Richmond,37.84,62.16
2865,VA,51161,2016,16787,30857,Roanoke,35.23,64.77
2866,VA,51163,2016,3506,6671,Rockbridge,34.45,65.55
2867,VA,51165,2016,9361,25269,Rockingham,27.03,72.97
2868,VA,51167,2016,2328,9516,Russell,19.66,80.34
2869,VA,51169,2016,1579,8242,Sc,16.08,83.92
2870,VA,51171,2016,5269,14078,Shenandoah,27.23,72.77
2871,VA,51173,2016,2661,9747,Smyth,21.45,78.55
2872,VA,51175,2016,3595,5035,Southamp,41.66,58.34
2873,VA,51177,2016,24204,34619,Spotsylvania,41.15,58.85
2874,VA,51179,2016,27879,33840,Stafford,45.17,54.83
2875,VA,51181,2016,2069,1785,Surr,53.68,46.32
2876,VA,51183,2016,2874,2055,Sussex,58.31,41.69
2877,VA,51185,2016,2895,15160,Tazewell,16.03,83.97
2878,VA,51187,2016,5165,11762,Warre,30.51,69.49
2879,VA,51191,2016,5548,19309,Washing,22.32,77.68
2880,VA,51193,2016,3723,4331,Westmoreland,46.23,53.77
2881,VA,51195,2016,2687,11983,Wise,18.32,81.68
2882,VA,51197,2016,2765,10044,Wythe,21.59,78.41
2883,VA,51199,2016,12989,18823,York,40.83,59.17
2884,VA,51510,2016,57147,13241,Alexandria ci,81.19,18.81
2885,VA,51520,2016,1832,4884,Bristol ci,27.28,72.72
2886,VA,51530,2016,693,1432,Buena Vista ci,32.61,67.39
2887,VA,51540,2016,17865,2951,harlottesville ci,85.82,14.18
2888,VA,51550,2016,52554,53988,hesapeake ci,49.33,50.67
2889,VA,51570,2016,2367,5681,lonial Heights ci,29.41,70.59
2890,VA,51580,2016,914,1349,vington ci,40.39,59.61
2891,VA,51590,2016,11051,7306,Danville ci,60.2,39.8
2892,VA,51595,2016,1531,792,Emporia ci,65.91,34.09
2893,VA,51600,2016,7363,3695,Fairfax ci,66.59,33.41
2894,VA,51610,2016,5810,1323,Falls Church ci,81.45,18.55
2895,VA,51620,2016,2516,1421,Franklin ci,63.91,36.09
2896,VA,51630,2016,6690,3731,Fredericksburg ci,64.2,35.8
2897,VA,51640,2016,680,1603,Galax ci,29.79,70.21
2898,VA,51650,2016,41030,17802,Hampton ci,69.74,30.26
2899,VA,51660,2016,10100,6232,Harrisonburg ci,61.84,38.16
2900,VA,51670,2016,4722,3885,Hopewell ci,54.86,45.14
2901,VA,51678,2016,1514,766,Lexington ci,66.4,33.6
2902,VA,51680,2016,14787,17979,Lynchburg ci,45.13,54.87
2903,VA,51683,2016,8395,5934,Manassas ci,58.59,41.41
2904,VA,51685,2016,3218,1732,Manassas Park ci,65.01,34.99
2905,VA,51690,2016,3531,2149,Martinsville ci,62.17,37.83
2906,VA,51700,2016,40997,23650,Newport News ci,63.42,36.58
2907,VA,51710,2016,51429,19875,Norfolk ci,72.13,27.87
2908,VA,51720,2016,383,1021,Norton ci,27.28,72.72
2909,VA,51730,2016,12005,1448,Petersburg ci,89.24,10.76
2910,VA,51735,2016,1599,5089,Poquoson ci,23.91,76.09
2911,VA,51740,2016,28462,12773,Portsmouth ci,69.02,30.98
2912,VA,51750,2016,2923,2637,Radford ci,52.57,47.43
2913,VA,51760,2016,74640,14254,Richmond ci,83.97,16.03
2914,VA,51770,2016,23403,16045,Roanoke ci,59.33,40.67
2915,VA,51775,2016,4212,7225,Salem ci,36.83,63.17
2916,VA,51790,2016,5329,5129,Staunton ci,50.96,49.04
2917,VA,51800,2016,23012,17206,Suffolk ci,57.22,42.78
2918,VA,51810,2016,76744,84389,Virginia Beach ci,47.63,52.37
2919,VA,51820,2016,3762,4798,Waynesboro ci,43.95,56.05
2920,VA,51830,2016,5199,1921,Williamsburg ci,73.02,26.98
2921,VA,51840,2016,5161,4786,Winchester ci,51.88,48.12
2922,WA,53001,2016,1118,2740,Adams,28.98,71.02
2923,WA,53003,2016,3118,5712,Asoti,35.31,64.69
2924,WA,53005,2016,23160,42071,Be,35.5,64.5
2925,WA,53007,2016,8402,11556,hela,42.1,57.9
2926,WA,53009,2016,13733,13741,lallam,49.99,50.01
2927,WA,53011,2016,88507,88266,lark,50.07,49.93
2928,WA,53013,2016,482,1359,lumbia,26.18,73.82
2929,WA,53015,2016,15296,20216,wlitz,43.07,56.93
2930,WA,53017,2016,3452,6875,Douglas,33.43,66.57
2931,WA,53019,2016,960,1927,Ferr,33.25,66.75
2932,WA,53021,2016,5594,8242,Frankli,40.43,59.57
2933,WA,53023,2016,276,841,Garfield,24.71,75.29
2934,WA,53025,2016,7400,17813,Gra,29.35,70.65
2935,WA,53027,2016,10194,11818,Grays Harbor,46.31,53.69
2936,WA,53029,2016,20173,17634,Island,53.36,46.64
2937,WA,53031,2016,11987,5716,Jeffers,67.71,32.29
2938,WA,53033,2016,638033,191806,King,76.89,23.11
2939,WA,53035,2016,57049,43265,Kitsap,56.87,43.13
2940,WA,53037,2016,5452,7530,Kittitas,42.0,58.0
2941,WA,53039,2016,3196,4436,Klickita,41.88,58.12
2942,WA,53041,2016,5750,12503,Lewis,31.5,68.5
2943,WA,53043,2016,1222,4056,Lincol,23.15,76.85
2944,WA,53045,2016,11598,13256,Mas,46.66,53.34
2945,WA,53047,2016,2630,4048,Okanoga,39.38,60.62
2946,WA,53049,2016,3900,4444,Pacific,46.74,53.26
2947,WA,53051,2016,1871,4227,Pend Oreille,30.68,69.32
2948,WA,53053,2016,148918,125964,Pierce,54.18,45.82
2949,WA,53055,2016,6735,2523,San Jua,72.75,27.25
2950,WA,53057,2016,17905,15541,Skagi,53.53,46.47
2951,WA,53059,2016,2098,2789,Skamania,42.93,57.07
2952,WA,53061,2016,165740,114775,Snohomish,59.08,40.92
2953,WA,53063,2016,83941,100669,Spokane,45.47,54.53
2954,WA,53065,2016,3477,8463,Stevens,29.12,70.88
2955,WA,53067,2016,62130,44320,Thurs,58.37,41.63
2956,WA,53069,2016,824,1328,Wahkiakum,38.29,61.71
2957,WA,53071,2016,6260,8869,Walla Walla,41.38,58.62
2958,WA,53073,2016,57197,38985,Whatcom,59.47,40.53
2959,WA,53075,2016,3903,3732,Whitma,51.12,48.88
2960,WA,53077,2016,20039,29592,Yakima,40.38,59.62
2961,WV,54001,2016,1213,4509,Barbour,21.2,78.8
2962,WV,54003,2016,12287,28210,Berkele,30.34,69.66
2963,WV,54005,2016,1783,6483,Boone,21.57,78.43
2964,WV,54007,2016,1315,3516,Brax,27.22,72.78
2965,WV,54009,2016,2549,6574,Brooke,27.94,72.06
2966,WV,54011,2016,11306,19648,abell,36.53,63.47
2967,WV,54013,2016,456,2023,alh,18.39,81.61
2968,WV,54015,2016,566,2289,la,19.82,80.18
2969,WV,54017,2016,360,2347,Doddridge,13.3,86.7
2970,WV,54019,2016,4246,10263,Fayette,29.26,70.74
2971,WV,54021,2016,537,1889,Gilmer,22.14,77.86
2972,WV,54023,2016,510,4338,Gra,10.52,89.48
2973,WV,54025,2016,3743,9499,Greenbrier,28.27,71.73
2974,WV,54027,2016,1576,6646,Hampshire,19.17,80.83
2975,WV,54029,2016,3247,8870,Hancock,26.8,73.2
2976,WV,54031,2016,1249,4544,Hard,21.56,78.44
2977,WV,54033,2016,7675,18687,Harris,29.11,70.89
2978,WV,54035,2016,2648,8959,Jacks,22.81,77.19
2979,WV,54037,2016,9458,13144,Jeffers,41.85,58.15
2980,WV,54039,2016,27985,43464,Kanawha,39.17,60.83
2981,WV,54041,2016,1336,5245,Lewis,20.3,79.7
2982,WV,54043,2016,1435,5257,Lincol,21.44,78.56
2983,WV,54045,2016,2082,9866,Loga,17.43,82.57
2984,WV,54047,2016,1429,4614,McDowell,23.65,76.35
2985,WV,54049,2016,6926,14592,Mari,32.19,67.81
2986,WV,54051,2016,2894,9565,Marshall,23.23,76.77
2987,WV,54053,2016,2069,7597,Mas,21.4,78.6
2988,WV,54055,2016,4689,17362,Mercer,21.26,78.74
2989,WV,54057,2016,2019,8957,Mineral,18.39,81.61
2990,WV,54059,2016,1365,7876,Ming,14.77,85.23
2991,WV,54061,2016,14568,18278,Monongalia,44.35,55.65
2992,WV,54063,2016,1089,4337,Monroe,20.07,79.93
2993,WV,54065,2016,1568,5718,Morga,21.52,78.48
2994,WV,54067,2016,1821,7169,Nicholas,20.26,79.74
2995,WV,54069,2016,5452,11077,Ohi,32.98,67.02
2996,WV,54071,2016,726,2388,Pendle,23.31,76.69
2997,WV,54073,2016,620,2342,Pleasants,20.93,79.07
2998,WV,54075,2016,924,2474,Pocahontas,27.19,72.81
2999,WV,54077,2016,2462,9501,Pres,20.58,79.42
3000,WV,54079,2016,5784,17455,Putnam,24.89,75.11
3001,WV,54081,2016,6362,21835,Raleigh,22.56,77.44
3002,WV,54083,2016,2724,7583,Randolph,26.43,73.57
3003,WV,54085,2016,490,3376,Ritchie,12.67,87.33
3004,WV,54087,2016,1220,3772,Roane,24.44,75.56
3005,WV,54089,2016,1186,3444,Summers,25.62,74.38
3006,WV,54091,2016,1483,4701,Taylor,23.98,76.02
3007,WV,54093,2016,750,2557,Tucker,22.68,77.32
3008,WV,54095,2016,505,2967,Tyler,14.54,85.46
3009,WV,54097,2016,1763,6971,Upshur,20.19,79.81
3010,WV,54099,2016,3334,11077,Wayne,23.14,76.86
3011,WV,54101,2016,554,2284,Webster,19.52,80.48
3012,WV,54103,2016,1348,4461,Wetzel,23.21,76.79
3013,WV,54105,2016,383,1903,Wir,16.75,83.25
3014,WV,54107,2016,8327,25168,Wood,24.86,75.14
3015,WV,54109,2016,1061,6527,Wyoming,13.98,86.02
3016,WI,55001,2016,3780,5983,Adams,38.72,61.28
3017,WI,55003,2016,4136,3428,Ashland,54.68,45.32
3018,WI,55005,2016,7881,13595,Barr,36.7,63.3
3019,WI,55007,2016,4953,4125,Bayfield,54.56,45.44
3020,WI,55009,2016,53358,67192,Brow,44.26,55.74
3021,WI,55011,2016,2531,4049,Buffal,38.47,61.53
3022,WI,55013,2016,2948,5412,Burne,35.26,64.74
3023,WI,55015,2016,9634,15345,alume,38.57,61.43
3024,WI,55017,2016,11875,17912,hippewa,39.87,60.13
3025,WI,55019,2016,4225,8645,lark,32.83,67.17
3026,WI,55021,2016,13525,14160,lumbia,48.85,51.15
3027,WI,55023,2016,3426,3844,rawford,47.13,52.87
3028,WI,55025,2016,217506,71270,Dane,75.32,24.68
3029,WI,55027,2016,13968,26643,Dodge,34.39,65.61
3030,WI,55029,2016,8026,8584,Door,48.32,51.68
3031,WI,55031,2016,11342,9657,Douglas,54.01,45.99
3032,WI,55033,2016,9025,11487,D,44.0,56.0
3033,WI,55035,2016,27271,23301,Eau Claire,53.93,46.07
3034,WI,55037,2016,666,1897,Florence,25.99,74.01
3035,WI,55039,2016,17391,31044,Fond du Lac,35.91,64.09
3036,WI,55041,2016,1583,2787,Fores,36.22,63.78
3037,WI,55043,2016,10047,12347,Gra,44.86,55.14
3038,WI,55045,2016,9121,8693,Gree,51.2,48.8
3039,WI,55047,2016,2700,6210,Green Lake,30.3,69.7
3040,WI,55049,2016,6669,4809,Iowa,58.1,41.9
3041,WI,55051,2016,1273,2090,Ir,37.85,62.15
3042,WI,55053,2016,3821,4907,Jacks,43.78,56.22
3043,WI,55055,2016,16559,23409,Jeffers,41.43,58.57
3044,WI,55057,2016,4100,7188,Junea,36.32,63.68
3045,WI,55059,2016,35770,36025,Kenosha,49.82,50.18
3046,WI,55061,2016,3623,6616,Kewaunee,35.38,64.62
3047,WI,55063,2016,32402,26384,La Crosse,55.12,44.88
3048,WI,55065,2016,3288,3977,Lafayette,45.26,54.74
3049,WI,55067,2016,3260,6436,Langlade,33.62,66.38
3050,WI,55069,2016,5370,8400,Lincol,39.0,61.0
3051,WI,55071,2016,14563,23234,Manitowoc,38.53,61.47
3052,WI,55073,2016,26476,39010,Marath,40.43,59.57
3053,WI,55075,2016,6243,12995,Marinette,32.45,67.55
3054,WI,55077,2016,2808,4712,Marquette,37.34,62.66
3055,WI,55078,2016,1003,269,Menominee,78.85,21.15
3056,WI,55079,2016,288986,126091,Milwaukee,69.62,30.38
3057,WI,55081,2016,7047,11442,Monroe,38.11,61.89
3058,WI,55083,2016,5886,13255,Oc,30.75,69.25
3059,WI,55085,2016,8103,11677,Oneida,40.97,59.03
3060,WI,55087,2016,38117,51579,Outagamie,42.5,57.5
3061,WI,55089,2016,20167,30458,Ozaukee,39.84,60.16
3062,WI,55091,2016,1345,2228,Pepi,37.64,62.36
3063,WI,55093,2016,8380,11260,Pierce,42.67,57.33
3064,WI,55095,2016,7568,13864,Polk,35.31,64.69
3065,WI,55097,2016,18524,17310,Portage,51.69,48.31
3066,WI,55099,2016,2671,4562,Price,36.93,63.07
3067,WI,55101,2016,42506,46620,Racine,47.69,52.31
3068,WI,55103,2016,3577,4021,Richland,47.08,52.92
3069,WI,55105,2016,39336,31483,Rock,55.54,44.46
3070,WI,55107,2016,2171,4564,Rusk,32.23,67.77
3071,WI,55109,2016,17496,26123,St. Croix,40.11,59.89
3072,WI,55111,2016,16050,15871,Sauk,50.28,49.72
3073,WI,55113,2016,2846,4625,Sawyer,38.09,61.91
3074,WI,55115,2016,6056,12742,Shawa,32.22,67.78
3075,WI,55117,2016,22636,32368,Sheboyga,41.15,58.85
3076,WI,55119,2016,2398,6589,Taylor,26.68,73.32
3077,WI,55121,2016,5645,7370,Trempealea,43.37,56.63
3078,WI,55123,2016,6351,6994,Ver,47.59,52.41
3079,WI,55125,2016,4769,8169,Vilas,36.86,63.14
3080,WI,55127,2016,18706,28848,Walworth,39.34,60.66
3081,WI,55129,2016,3283,5404,Washbur,37.79,62.21
3082,WI,55131,2016,20854,51729,Washing,28.73,71.27
3083,WI,55133,2016,79199,145519,Waukesha,35.24,64.76
3084,WI,55135,2016,8303,16013,Waupaca,34.15,65.85
3085,WI,55137,2016,3802,7669,Waushara,33.14,66.86
3086,WI,55139,2016,37054,43447,Winnebag,46.03,53.97
3087,WI,55141,2016,14232,21502,Wood,39.83,60.17
3088,WY,56001,2016,6888,7601,Alba,47.54,52.46
3089,WY,56003,2016,594,4067,Big Hor,12.74,87.26
3090,WY,56005,2016,1324,15778,ampbell,7.74,92.26
3091,WY,56007,2016,1279,4409,arb,22.49,77.51
